tanth          M1coeff        M2coeff        lam1           lam2           lam3           lam4           lam5           m3             m5             mH             vDelta         vphi           mu2sq          mu3sq          
6e-05          0.15075        12.38738       0.03235        0.66896        -0.53273       0.69596        -2.21892       611.16421      488.87832      663.91379      0.00518        246.22         -7843.78068    225151.40055   
0.00153        0.11786        27.28905       0.03235        1.2252         -0.70708       0.76099        2.24664        285.57809      466.68905      115.90005      0.13277        246.21971      -7843.76761    1123.19031     
0.00782        15.15078       -6.17714       0.03235        1.33812        -0.45286       0.48963        -1.85657       530.15914      410.43032      580.82254      0.68069        246.21247      -7835.17014    62516.01991    
0.00702        14.92594       12.09698       0.03238        0.4097         -0.93053       0.94647        -0.56586       594.19414      564.65214      608.42362      0.61104        246.21393      -7840.19308    286266.10417   
0.00357        5.80988        27.47259       0.03235        1.08186        0.43706        0.01991        -0.37016       521.72499      499.85584      532.31952      0.31069        246.21843      -7842.40875    129852.00419   
0.0034         3.75158        -13.59327      0.03235        1.07719        1.05195        -0.26636       1.53787        488.39842      575.94605      438.11112      0.29627        246.21857      -7843.45352    154515.35461   
0.00502        11.00288       18.04917       0.03237        0.69459        0.80402        -0.16048       0.28575        624.65298      638.43587      617.64344      0.43708        246.2169       -7842.31683    314674.14503   
0.00483        10.3403        15.52199       0.03238        0.66543        0.93545        -0.29151       1.38084        644.02387      706.07873      610.63624      0.42026        246.21713      -7844.15282    375970.86148   
0.00356        1.97463        9.20953        0.03235        0.90366        0.71324        -0.02275       1.93303        394.02267      521.99019      310.87666      0.30962        246.21844      -7844.10247    104296.20484   
0.00387        4.31619        17.20439       0.03235        0.16906        -0.28234       0.58014        -0.19525       433.94567      420.16495      440.67475      0.3368         246.21816      -7843.43058    161923.79319   
0.00866        23.27512       -17.93648      0.0324         0.40504        -1.04223       1.09936        -1.5942        647.70692      568.05436      684.05409      0.754          246.21076      -7834.46468    321979.67193   
0.00429        11.94561       -3.07979       0.03236        0.63345        -0.61446       0.73626        -0.7326        680.49193      647.01913      696.62291      0.37308        246.21774      -7841.81918    364043.20879   
0.00822        23.2393        10.51612       0.03235        1.16172        0.3192         -0.09413       -3.88634       611.66903      372.30995      701.33219      0.71597        246.21167      -7829.79362    115516.10107   
0.00124        1.31587        5.92809        0.03235        -0.00823       0.23803        -0.02936       0.08063        433.02094      438.63728      430.18538      0.10777        246.21981      -7843.81259    190952.61444   
0.00397        2.38151        -13.76382      0.03235        0.60678        -0.14523       0.2115         0.86793        361.51407      428.077        323.12975      0.34579        246.21806      -7843.59835    83399.92228    
0.00062        1.16838        -20.91576      0.03235        0.29562        -0.81663       1.04435        -0.40462       563.0243       540.78918      573.81885      0.05378        246.21995      -7843.76164    268881.07931   
0.00157        1.77925        7.78289        0.03235        0.12763        -0.25366       0.62131        0.52786        462.41906      495.8272       444.77538      0.13631        246.2197       -7843.86618    214362.71968   
0.00733        14.617         -8.77714       0.03237        0.60739        1.28564        -0.39697       -0.89186       565.68126      515.60602      589.11497      0.63838        246.21338      -7838.21441    219270.35877   
0.00346        7.71257        0.25571        0.03236        1.32252        0.29686        0.14466        1.80718        665.68298      743.42946      623.18155      0.30099        246.21853      -7843.2684     337555.82879   
0.00848        8.56997        -5.6183        0.03238        0.7741         0.57226        0.11061        1.16869        459.82733      531.24818      419.58024      0.73793        246.21115      -7842.78343    152970.31243   
0.00058        1.46503        -18.43244      0.03235        0.92844        0.37775        0.00548        -1.12867       634.41897      577.97168      660.8369       0.05085        246.21996      -7843.73241    255697.28161   
0.00652        2.357          -22.73015      0.03236        -0.02057       -0.40186       0.67093        0.12548        258.40345      272.43448      251.10715      0.56731        246.21477      -7845.20547    72987.44665    
0.0027         7.57007        -20.02412      0.03235        0.18451        0.26687        0.09518        -0.89637       679.07414      637.76218      698.81429      0.23496        246.2191       -7843.28119    411567.8687    
0.00189        4.61194        -27.77783      0.03235        0.76361        0.15442        -0.03767       -0.99587       627.65028      577.50746      651.27472      0.1648         246.21956      -7843.33065    271142.85186   
0.0075         9.90362        18.99605       0.03236        0.30221        0.14276        0.25937        -1.2558        438.04519      340.43264      479.44843      0.65275        246.21308      -7839.16534    117241.30578   
0.00893        22.19898       15.71438       0.03238        0.87967        0.87238        -0.1995        -1.77145       615.61637      521.2675       657.7136       0.77759        246.21018      -7831.15401    218683.5454    
0.00708        18.89287       24.93289       0.03237        0.36953        -0.4507        0.71252        -2.341         627.63362      502.16811      681.75313      0.61594        246.21384      -7836.30015    278233.90726   
0.00183        3.7432         19.82693       0.03235        0.57828        -0.46923       0.82194        -2.89557       517.74234      304.2249       596.49685      0.15944        246.21959      -7843.28484    110188.96381   
0.00042        0.14504        -24.66621      0.03235        -0.00248       0.42428        0.28073        0.36533        266.28964      305.03632      244.62567      0.03674        246.21998      -7843.79224    82279.34581    
0.01073        20.78024       -11.60846      0.03237        0.56068        0.08494        0.11123        -2.30352       517.22949      357.39743      580.85209      0.93359        246.20584      -7828.1479     129638.66333   
0.00682        4.90187        -18.35111      0.03237        1.36809        0.44591        -0.12025       2.82061        458.97034      617.66013      353.87233      0.59361        246.21428      -7844.73081    130202.00632   
